langs,system,n2m,source,target,n2mS,n2mT
de-pl,gpt3,2-1,Hochsitz zwei. Waldstück.,Wieża obserwacyjna nr 2.,2,1
de-pl,gpt3,4-1,Hof. Feld. Wald. Hochsitz drei.,Las. Dwór. Pole. Las. Wieża obserwacyjna trzy.,4,1
de-pl,gpt3,1-3,"Bauer Häubel würde sich aufrichten und ""Nein, nein, es passt mir gerade sehr gut"" sagen, ""lassen Sie es uns besser nicht noch einmal verschieben, wer weiß, wann Sie es wieder einrichten können"", und der Tod würde sich auf den schon bereitgestellten Stuhl am Kopfende setzen.","Gospodarz Häubel wyprostowałby się i powiedział: ""Nie, nie, właśnie mi to bardzo odpowiada. Lepiej nie przekładać tego, bo kto wie, kiedy uda ci się to zorganizować"". A Śmierć usiadłaby na już przygotowanym krześle u głowy łóżka.",1,3
de-pl,gpt3,1-2,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich.""","Cisza! powtórzył optyk głośniej, zaczynając iść szybciej. Selma rzadko widzi coś groźnego albo brzydkiego.",1,2
de-pl,gpt3,1-2,"Aber die Liebe fände sie womöglich ausgerechnet doch unansehnlich, zischelten die Stimmen, es habe ja einen Grund, sagten sie, dass die Wahrheit so lange verborgen wurde.",Ale może miłość okaże się właśnie nieatrakcyjna szepczały głosy. Istnieje powód mówiły dla którego prawda została tak długo ukryta.,1,2
de-pl,gpt3,1-2,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.",To była rozwaga mówiły głosy. Czasem przecież strach jest dobrym doradcą mówiły i zaczęły nucić melodię tytułową z serialu z wieczornego programu.,1,2
de-pl,gpt3,1-2,"Auf jeder Postkarte war eine Landschaft abgebildet, die mit der Kreisstadt nicht das Geringste zu tun hatte, nämlich eine mit Meer, Wasserfall oder Wüste, und dazu jeweils ein Sinnspruch, der mit dem Optiker nicht das Geringste zu tun hatte.","Na każdej kartce pocztowej była przedstawiona jakaś krajobraz, nie mający nic wspólnego z miastem powiatowym, np. Z morzem, wodospadem albo pustynią, a do tego zawsze jakieś sentencje, nie mające nic wspólnego z optykiem.",1,2
de-pl,nmt,1-2,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise.""","To nonsens powiedziała Selma, pocierając czoło. Niestety to nonsens, Luise.",1,2
de-pl,nmt,3-1,Wald. Wald. Hochsitz eins.,Las. Las. Okoń jeden.,3,1
de-pl,nmt,2-1,Wald. Wiese.,Las. Łąka.,2,1
de-pl,nmt,2-1,Hochsitz zwei. Waldstück.,Okoń dwa. Kawałek lasu.,2,1
de-pl,nmt,2-1,Hof. Feld.,Sąd. Pole.,2,1
de-pl,nmt,2-1,Wald. Hochsitz drei.,Las. Okoń trzy.,2,1
de-pl,nmt,1-2,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.","""To była roztropność"" powiedziały głosy. ""W końcu strach jest czasami dobrym przewodnikiem"" powiedziały i zanuciły tytułową melodię serialu z poprzedniego wieczoru.",1,2
de-pl,gpt4,1-2,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""","""Ser, proszę"", powiedziałem, ""co tam masz?"" ""Nic"", zaśpiewała Selma, ""przecież mówiłam.""",1,2
de-pl,gpt4,4-1,Wiese. Wald. Wald. Hochsitz eins.,Łąka. Las. Las. Wieża obserwacyjna jeden.,4,1
de-pl,gpt4,3-1,Feld. Wald. Wiese.,Pole. Las. Łąka.,3,1
de-pl,gpt4,2-1,Reifenfabrik. Dorf. Weide.,Fabryka opon. Wieś. Pastwisko.,2,1
de-pl,gpt4,2-1,Hochsitz zwei. Waldstück.,Ambona dwa. Kawałek lasu.,2,1
de-pl,gpt4,4-1,Hof. Feld. Wald. Hochsitz drei.,Dwór. Pole. Las. Ambona trzy.,4,1
de-pl,gpt4,1-2,"Auf jeder Postkarte war eine Landschaft abgebildet, die mit der Kreisstadt nicht das Geringste zu tun hatte, nämlich eine mit Meer, Wasserfall oder Wüste, und dazu jeweils ein Sinnspruch, der mit dem Optiker nicht das Geringste zu tun hatte.","Na każdej pocztówce przedstawiono krajobraz, który nie miał nic wspólnego z miastem powiatowym, a mianowicie jeden z morzem, wodospadem lub pustynią. Do tego na każdym z nich był jakiś mądry cytat, który nie miał nic wspólnego z optykiem.",1,2
de-pl,llama,4-1,Wiese. Wald. Wald. Hochsitz eins.,"Łąka Las Las Wysoki stan pole Las Łąka Weide, Weide..",4,1
de-pl,llama,4-1,"Feld. Wald. Wiese. Weide, Weide.","-> Łąka, łąka...",4,1
de-pl,llama,2-1,Reifenfabrik. Dorf. Weide.,Fabryka opon Wieś. łąka.,2,1
de-pl,llama,2-1,Feld. Hochsitz zwei.,Pole Wysoki stan.,2,1
de-pl,llama,1-0,Waldstück.,,1,0
de-pl,llama,4-1,Hof. Feld. Wald. Hochsitz drei.,Las Dwór pole Las Wysoki tron trzech.,4,1
de-pl,llama,2-1,"Dorf."" Bauer Häubel war der festen Überzeugung, dass der Tod höflich sein würde, so wie Bauer Häubel selbst es sein Leben lang gewesen war.","Wieś Bauer Häubel był pewien, że śmierć będzie grzeczna, tak jak Bauer Häubel sam był całe swoje życie.",2,1
de-pl,llama,2-1,"Er würde sich an Bauer Häubels Bett stellen und fragen: ""Passt es Ihnen jetzt? Ich kann sonst auch zu einem späteren Zeitpunkt vorbeikommen.""","Onibudziłby się przy łóżku Bauera Häubela i pytał: ""Czy teraz pasuje вам?"" ""Możę również przyjść w późniejszym czasie.""",2,1
de-pl,llama,1-2,"Immer, wenn er mit Selma in die Kreisstadt fuhr, weil Selma ihren Wochenendeinkauf erledigen wollte, wartete der Optiker vor einem abgelegenen Geschenkideengeschäft auf sie, denn dort konnte man gut heimlich rauchen, dort wurde man von Selma bestimmt nicht erwischt, nirgends war man vor ihr so sicher wie vor einem Geschenkideengeschäft.","-> Był to duży koszt.. Zawsze, gdy jechał z Selmą do miasta powiatowego, ponieważ Selma chciała zrobić weekendowy zakup, oczekiwał optiker przed odosobnionym sklepem z upominkami, ponieważ tam można było dobrze i tajnie palić, a także było tam najbardziej bezpieczne przed nią, niż w jakimkolwiek innym miejscu.",1,2
de-pl,human,1-4,"""Käse, bitte"", sagte ich, ""was hast du denn?"" ""Nichts"", flötete Selma, ""hab ich doch gesagt.""",Poproszę z serem. Ale co ci jest? Nic zaszczebiotała znów Selma. Przecież mówiłam.,1,4
de-pl,human,1-2,"""Was soll es denn sonst gewesen sein"", sagte Selma, und dass man ein Okapi ja nur schwerlich mit einem anderen Tier verwechseln könne.",A cóż by innego? odparła Selma. Trudno przecież pomylić okapi z innym zwierzęciem.,1,2
de-pl,human,1-2,"""Doch"", sagte ich, es könne ja auch ein verwachsenes Rind gewesen sein, eine falsch zusammengesetzte Giraffe, eine Laune der Natur, und die Streifen und das Rostrote, das könne man doch alles nicht so genau erkennen in der Nacht, da sei schließlich alles sehr verschwommen.","Ale to mogła być przecież jakaś przerośnięta krowa albo żyrafa złożona z niewłaściwych kawałków, taki kaprys natury, a co do pasów i rudego odcienia, to przecież w nocy nie da się zobaczyć wszystkiego aż tak dokładnie. Po ciemku wszystko całkiem się rozmywa.",1,2
de-pl,human,1-2,"""Das ist doch Quatsch"", sagte Selma und rieb sich die Stirn, ""das ist doch leider Quatsch, Luise.""","Co za bzdura fuknęła Selma i potarła sobie czoło. To niestety kompletna bzdura, Luizo.",1,2
de-pl,human,1-2,"Das gelang sehr gut, sodass ich im zweiten Schuljahr nichts mehr aufzählte und Martin, mit dem Rücken zum Fenster und geschlossenen Augen, fast alles aufsagen konnte, was ich durch das beschlagene Zugfenster gerade sah: ""Drahtfabrik"", sagte er, genau in dem Moment, als wir an der Drahtfabrik vorbeifuhren.","Szło to całkiem nieźle i w drugiej klasie nic już nie musiałam podpowiadać, a Martin, stojąc z zamkniętymi oczami tyłem do okna, umiał wymienić prawie wszystko to, co akurat widziałam przez zaparowane okno pociągu. Fabryka drutu powiedział dokładnie w momencie, kiedy mijaliśmy fabrykę drutu.",1,2
de-pl,human,3-1,Wald. Wald. Hochsitz eins.,Las. Las. Ambona pierwsza.,3,1
de-pl,human,3-1,Feld. Wald. Wiese.,Pole. Las. Pastwisko.,3,1
de-pl,human,2-1,Reifenfabrik. Dorf. Weide.,Fabryka opon. Wieś. Łąka.,2,1
de-pl,human,2-1,Waldstück. Hof.,Zagajnik. Zagroda.,2,1
de-pl,human,2-1,Wald. Hochsitz drei.,Las. Ambona trzecia.,2,1
de-pl,human,1-2,"""Selbstverständlich"", würde Bauer Häubel sagen, ""treten Sie doch ein"", und der Tod würde eintreten.","""Oczywiście powiedziałby rolnik Häubel proszę, niechże pani wejdzie"". Na co śmierć przestąpiłaby próg.",1,2
de-pl,human,2-1,"Sie schaute lange auf den Hund. Dann sah sie meinen Vater an, als sei er ein Geschenkideengeschäft.","Długo przypatrywała się psu, a potem spojrzała na ojca, jakby był sklepikiem z pamiątkami.",2,1
de-pl,human,1-2,"""Klappe halten"", sagte der Optiker noch einmal lauter und ging schneller, ""Selma findet nur sehr selten etwas bedrohlich oder unansehnlich.""","Morda w kubeł! powtórzył głośniej Optyk i przyspieszył kroku. Selma bardzo rzadko uważa, że coś jest groźne lub nieapetyczne.",1,2
de-pl,human,1-2,"""Besonnenheit war das"", sagten die Stimmen, ""Angst ist ja manchmal doch ein guter Ratgeber"", sagten sie und summten die Titelmelodie der Vorabendserie.",To z roztropności skontrowały głosy. Strach jest niekiedy dobrym doradcą dodały i zanuciły melodię z amerykańskiego serialu.,1,2
de-pl,human,1-2,"Auch das Schwimmen hatten Selma und der Optiker uns beigebracht, sie hatten im Nichtschwimmerbecken gestanden, beide bis zum Bauchnabel im Wasser, Selma trug eine große violette Rüschen-Badehaube, die aussah wie eine Hortensie und die sie sich von Elsbeth geliehen hatte, damit Rudi Carrells Frisur nichts geschah.","Selma i Optyk nauczyli nas także pływać. Stali oboje w brodziku po pępek w wodzie, Selma miała na głowie duży fioletowy czepek z koronkami, który przypominał hortensję, pożyczyła go od Elsbeth, żeby uchronić fryzurę Rudiego Carrella.",1,2
zh-ja,gpt3,1-2,"他表情严肃，说""文化大革命""了，医院天天开会，也有人写了他的大字报，说他的历史有问题。",彼の顔は厳しく、文化大革命と言った。 病院では毎日会議が開かれ、彼の大字報も書かれていて、彼の歴史に問題があると言われていた。,1,2
zh-ja,gpt3,2-1,如果有人问你，你就说你什么都不知道，这样就行了。 你是哪里人？,もし誰かがあなたに聞いてきたら、何も知らないと言えばいいのよ あなたはどこの出身ですか?,2,1
zh-ja,gpt3,1-2,你怎么掉进了河里？是翻船了，还是坏人把你扔下去的？,どうして川に落ちたの? 船が沈んだのか、悪い人があなたを投げ落としたのか?,1,2
zh-ja,gpt3,1-2,人们交替着询问，即令声音温和也如一根根利刺扎过来，她的心瞬间剧痛无比。,人々は交互に質問して、その声は温かくもまるで刃物が刺さるようなものだった。 彼女の心は瞬間に痛みを感じた。,1,2
zh-ja,gpt3,1-2,波涛中如同藏着魔鬼，虽然看不见摸不着，却狠狠地袭击她的身心。,波が湧き起こる海の中には魔物が潜んでいるような気がした。 見えないし触れないが、彼女の身心を残酷な攻撃をしている。,1,2
zh-ja,gpt3,1-2,而那些，正是她一生都不愿意触碰的东西她拼命抵抗。,それは彼女が一生決して触れたくないものだった。 彼女は拳骨を砕くように抵抗した。,1,2
zh-ja,gpt3,1-2,丈夫活着时，曾经提议她不妨想一想，或许想出了什么，人就心安了。,夫が生きていた時、彼は彼女に考えてみるという提案をしたことがあった。 何かを考え出せば、人は安心するだろうと。,1,2
zh-ja,gpt3,1-4,"她绝望地对她的丈夫说：""你不要逼我。我不能想。我一想就觉得我该去死。",彼女は絶望的な声で夫に言った。 私を強要しないでください。 私は考えることができない。 私は思うと、私は死ぬべきだと思う。,1,4
zh-ja,gpt3,1-2,"沉默片刻，对她说：""那就不用再想了。",しばらくの静寂の中、彼女に言った。 それならもう考える必要はないよ。,1,2
zh-ja,gpt3,1-2,其实她也并没有什么事业，她的事业就是做家务。,実際彼女は何か事業を持っているわけではない。 彼女の事業といえば家事をすることだ。,1,2
zh-ja,gpt3,1-2,一年一张，岁岁年年，由薄而厚，凝结成板，那些深藏在她意识里的魔鬼统统被封压了下去。,一年一枚、年々と厚くなり、板に凝結していく。 彼女の意識の中に深く潜んでいた悪魔は全て封印されてしまった。,1,2
zh-ja,gpt3,1-2,但那是些什么东西呢？她完全不知道。,でも、それは何なのかな? 彼女は全く知らなかった。,1,2
