langs,system,n2m,source,target,n2mS,n2mT
de-en_news,human,1-2,Jede Menge Leistung Top Gerät.,Lots of power Top device.,1,2
de-en_news,human,1-2,"Sehr gut Die Verarbeitung des Bürstenkopfes hat einen sehr guten Eindruck hinterlassen, obwohl der Preisunterschied im Vergleich zum Original sehr groß ist, jedoch keinen günstigen Eindruck macht.","Very good The craftsmanship of the brush head made a very good impression, even though there is a large price difference when compared to the original, but it does not make a good impression.",1,2
de-en_news,human,1-2,Nach wenigen Wochen Müll Wir haben die Schuhe bereits in mehreren Größen bestellt.,Trash after a few weeks We have already ordered the shoes in multiple sizes.,1,2
de-en_news,human,1-2,"Überraschend gut Da hier noch kaum Bewertungen zu lesen sind, war ich erst sehr skeptisch.","Surprisingly good Since there are not many recommendations to read here anymore, I was very skeptical at first.",1,2
de-en_news,human,1-2,Zur Matratze: Ich habe sie testweise in das Auto (Citroen Berlingo) ausgelegt.,Regarding the mattress: I tested it by laying it out in my car (Citroen Berlingo).,1,2
de-en_news,human,1-2,Die Luftpumpe: Die Luftpumpe hat verschiedene Adapter.,The air pump: The air pump has various attachments.,1,2
de-en_news,human,1-2,2. Für die Idee des Spielzeuges.,2. For the idea behind the toy.,1,2
de-en_news,human,2-1,:\ eine echte Drohne Ich bin von der Drohne begeistert.,:\ a real drone I am thrilled with the drone.,2,1
de-en_news,human,1-2,Edle Hülle mit Einschränkungen Für das schlüpfrige Samsung Galaxy S10+ sollte man sich unbedingt eine Hülle zulegen.,Generous cover with limitations You should definitely get a case for the slippery Samsung Galaxy S10+.,1,2
de-en_news,human,1-2,hochwertige Hülle mit Panzerglasfolie Robuste Hülle mt einem richtigen Panzerglas als Schutz für den Screen in einem klassischen Design bietet einen rundum Schutz für das ganze iPhone 11.,high-quality cover with bulletproof film Robust case with real bulletproof glass as a screen protector in a classic design that offers complete protection for the entire iPhone 11.,1,2
de-en_news,gpt4,1-2,Diego Cocca wird neuer Nationaltrainer von Mexiko Im Sommer 2026 richtet Mexiko gemeinsam mit den USA und Kanada die WM mit dann erstmals 48 Mannschaften aus.,"Diego Cocca becomes the new national coach of Mexico In the summer of 2026, Mexico, together with the USA and Canada, will host the World Cup with 48 teams for the first time.",1,2
de-en_news,gpt4,1-2,"Geesthacht: Neue Beetschilder sollen zum Nachpflanzen animieren Franko Stein (FD Umwelt, links) und Friedhelm Ringe (Nabu) stellen die Pflanzenschilder in den Beeten der Fußgängerzone auf.","Geesthacht: New flower bed signs encourage replanting Franko Stein (FD Environment, left) and Friedhelm Ringe (Nabu) set up plant signs in the flower beds of the pedestrian zone.",1,2
de-en_news,gpt4,1-2,"München Tanz-Gott Fred Astaire wäre sicher stolz auf sie, wenn er vom Himmel runter zum Münchner Ostbahnhof schaut!",Munich Dance legend Fred Astaire would surely be proud of them if he looked down from heaven to Munich's East Train Station!,1,2
de-en_news,gpt4,2-1,"Die Älteste von ihnen ist Ernestine Stauchner, sie feierte kürzlich ihren 102. Geburtstag.","The oldest of them is Ernestine Stauchner, who recently celebrated her 102nd birthday.",2,1
de-en_news,gpt4,1-4,"Analog im Dialog Die Grenzen des Digitalen Mit fortschreitender Digitalisierung wächst bei so manchen wieder die Lust auf analog Die Rasanz, mit der unser Alltag digital wurde, ließ uns kaum Zeit, Regeln für den Umgang damit aufzustellen und unsere Kommunikationsund Arbeitsweisen daran anzupassen, meint DNN-Kolumnistin Claudia Muntschick.","Analog in Dialogue The Limits of the Digital With the advancement of digitalization, some people are rediscovering their passion for analog The rapid pace at which our everyday life has become digital has left us little time to establish rules for dealing with it and adapting our communication and work methods accordingly, says DNN columnist Claudia Muntschick.",1,4
de-en_news,gpt4,1-2,14 Tage für eine neue Regierung In Moldau (auch: Moldawien) hat die Präsidentin Maia Sandu den ehemaligen Innenminister Dorin Recean mit der Regierungsbildung beauftragt.,"14 days for a new government In Moldova (also known as Moldavia), President Maia Sandu has appointed former Interior Minister Dorin Recean to form the government.",1,2
de-en_news,gpt4,1-2,Das waren die Kostüme der Promis 2023 wird wieder ordentlich gefeiert in Veitshöchheim.,"These were the costumes of the celebrities In 2023, there will be a big celebration in Veitshöchheim again.",1,2
de-en_news,gpt4,1-3,"Landesvater Markus Söder ging nicht etwa als Moses, was sein Kostüm vermuten lässt.","State leader Markus Söder did not go as Moses, as his costume might suggest.",1,3
de-en_news,gpt4,1-3,"Landtagspräsidentin Ilse Aigner suchte sich niemand geringeres als ""Mama Bavaria"" als Vorbild für ihr Kostüm.","State Parliament President Ilse Aigner chose none other than ""Mama Bavaria"" as the inspiration for her costume.",1,3
de-en_news,gpt4,1-2,Bayerns Goldjunge: Finanzminister Albert Füracker mit seiner Frau Evelyne.,Bavaria's Golden Boy: Finance Minister Albert Füracker with his wife Evelyne.,1,2
de-en_news,gpt4,2-1,Der Erste Bürgermeister von Veitshöchheim durfte natürlich auch nicht fehlen. Jürgen Götz und seine Gattin Julia.,"The First Mayor of Veitshöchheim, Jürgen Götz, and his wife Julia were, of course, also present.",2,1
de-en_news,gpt4,1-2,Oberhof: Kühn Achter im WM-Sprint Bö setzte seine beeindruckende Serie trotz schwieriger Bedingungen fort und gewann auch das sechste Sprintrennen der Saison.,Oberhof: Kühn finishes eighth in the World Championship Sprint Bö continued his impressive streak despite difficult conditions and won the sixth sprint race of the season.,1,2
de-en_news,gpt4,1-2,"""Die starke Demokratie unserer beiden Nationen wurde auf die Probe gestellt"", sagte Biden am Freitag im Weißen Haus in Washington. ""Wir müssen weiterhin für die Demokratie eintreten, für die demokratischen Werte, die den Kern unserer Stärke ausmachen"".","""Our strong democracy in both of our nations has been tested,"" Biden said on Friday at the White House in Washington. ""We must continue to stand up for democracy, for the democratic values that are at the core of our strength.""",1,2
de-en_news,gpt4,1-2,"""Seine Welt begann und endete mit Fake News, morgens, nachmittags und abends"", sagte Lula. ""Kommt mir bekannt vor"", entgegnete Biden eine offensichtliche Anspielung auf seinen Amtsvorgänger Trump.","""His world began and ended with fake news, morning, afternoon, and evening,"" said Lula. ""Sounds familiar,"" replied Biden an obvious reference to his predecessor Trump.",1,2
de-en_news,gpt4,1-3,"Aber darum geht es nicht, sondern: Auf Platz 1 bis 5 (!) steht Frau Wagenknecht, dann folgt Frau Schwarzer.","But that's not the point, instead: In positions 1 to 5 (!) is Ms. Wagenknecht, followed by Ms. Schwarzer.",1,3
de-en_news,gpt4,1-2,"Und spätestens jetzt, gut dialektisch, sollte Frau Wagenknecht die beliebteste Politikerin aller noch nicht ganz verblödeten, d.h. Friedliebenden, pazifistischen und antimilitaristischen Menschen sein.","And by now, at the latest, in good dialectical fashion, Ms. Wagenknecht should be the most popular politician among all those who are not yet completely stupefied, i.e., peace-loving, pacifist, and anti-militarist people.",1,2
de-en_news,gpt4,0-1,,Harald,0,1
de-en_news,gpt4,1-4,Harald Glööckler reicht Scheidung von seinem Mann Dieter Schroth ein Designer Harald Glööckler (57) und sein Mann Dieter Schroth (74) haben sich getrennt.,Glööckler files for divorce from his husband Dieter Schroth Designer Harald Glööckler (57) and his husband Dieter Schroth (74) have separated.,1,4
de-en_news,gpt4,1-2,"Glööckler und sein Lebenspartner Schroth waren 35 Jahre zusammen, Trennungsgerüchte gab es schon seit etwa einem Jahr.","Glööckler and his life partner Schroth were together for 35 years, with separation rumors circulating for about a year.",1,2
de-en_news,gpt4,1-2,"SS-Massakers in Oradour-sur-Glane: Letzter Überlebender tot In dem zerstörten Dorf nordwestlich von Limoges, dessen Ruinen erhalten blieben, wurde 1999 ein Gedenkzentrum eingerichtet.","SS Massacre in Oradour-sur-Glane: Last Survivor Dead In the destroyed village northwest of Limoges, whose ruins were preserved, a memorial center was established in 1999.",1,2
de-en_news,gpt4,1-4,"Eine Kurvenlage für 14 Häuser: In Homeien kennt jeder jeden LZ-Serie Nordlippische Weiler: In Homeien leben nicht selten drei, vier Generationen unter einem Dach.","A curved layout for 14 houses: In Homeien, everyone knows everyone LZ-Series Northern Lippe Hamlets: In Homeien, it is not uncommon for three or four generations to live under one roof.",1,4
de-en_news,gpt4,1-2,"Deutsche-Bank-Chef Christian Sewing hält weitere Zinserhöhungen im Kampf gegen die hohe Teuerungsrate für ""absolut"" notwendig.","Deutsche Bank CEO Christian Sewing considers further interest rate hikes in the fight against high inflation rates to be ""absolutely"" necessary.",1,2
de-en_news,gpt4,1-2,"""Die Folgen einer dauerhaft hohen Inflation sind wesentlich gravierender als die höherer Finanzierungskosten für einige Länder"", sagte Sewing. ""Natürlich müssen wir das im Blick behalten, aber ein hoher Schuldenstand darf die EZB nicht davon abhalten, konsequent zu handeln"".","""The consequences of persistently high inflation are much more severe than higher financing costs for some countries,"" said Sewing. ""Of course, we must keep an eye on this, but high levels of debt should not prevent the ECB from acting consistently.""",1,2
de-en_news,gpt4,1-2,"Angesichts der vielen offenen Aufgaben etwa beim Ausbau der Stromtrassen beneide er die Bundesregierung und die beteiligten Unternehmen aber nicht, sagte Hartung. ""Als Konsument dieser Energien brauche ich den Ausbau unbedingt und er soll so grün sein, wie es geht"".","Considering the many open tasks, such as the expansion of power lines, he does not envy the federal government and the companies involved, said Hartung. ""As a consumer of this energy, I absolutely need the expansion and it should be as green as possible.""",1,2
de-en_news,gpt4,1-3,Macron: Drohendes Defizit in Rentenkasse Macron begründet die Reform mit einem drohenden Defizit in der Rentenkasse.,Macron: Looming Deficit in Pension Fund Macron justifies the reform with a looming deficit in the pension fund.,1,3
de-en_news,gpt4,1-2,Ruhiges Wetter erwartet in Hochlagen viel Sonne Ein mächtiges Hochdruckgebiet liegt über Mitteleuropa und bestimmt das Wetter in Deutschland.,Calm weather expected lots of sunshine at high altitudes A powerful high-pressure system is located over Central Europe and determines the weather in Germany.,1,2
de-en_news,gpt4,1-2,Offenbach In Deutschland wird mindestens bis zu Wochenmitte ruhiges Hochdruckwetter erwartet.,"Offenbach In Germany, calm high-pressure weather is expected at least until the middle of the week.",1,2
de-en_news,gpt4,2-1,"""Zwar verlagert sich dieses Hoch im Laufe der nächsten Woche ein wenig nach Osten. Es bestimmt aber weiterhin das Wetter in Deutschland"".","""Although this high-pressure area shifts a little to the east during the course of next week, it continues to determine the weather in Germany.""",2,1
de-en_news,gpt4,1-2,"Méribel ""Ich bin traurig, weil ich nicht die Leistung gebracht habe, die ich kann"", sagte die Italienerin im ZDF, nachdem sie an einem Tor eingefädelt hatte und ausgeschieden war.","Méribel ""I am sad because I did not perform as well as I know I can,"" said the Italian woman on ZDF, after she had missed a gate and was eliminated.",1,2
de-en_news,gpt4,1-2,Mädchen in Berlin vermisst: Wer hat Viktoriya gesehen?,Girl missing in Berlin: Who has seen Viktoriya?,1,2
de-en_news,gpt4,1-3,"Personenbeschreibung: schlanke Gestalt braune Augen schwarze, lange Haare mit Pferdeschwanz bekleidet mit einer langen, schwarzen Jacke; dunkler Hose;","Character description: slender figure brown eyes Black, long hair with a ponytail Dressed in a long, black jacket; dark pants; pink ankle boots, and a colorful striped scarf",1,3
de-en_news,gpt4,1-2,"""Wir fordern den Ausschluss russischer und belarussischer Sportler von allen internationalen Wettbewerben, einschließlich der Olympischen Spiele, solange der Krieg in der Ukraine andauert"", sagte Ministerin Jurgita Šiugždinienė. Die Video-Beratung hatte auf Initiative von Großbritannien stattgefunden.","""We demand the exclusion of Russian and Belarusian athletes from all international competitions, including the Olympic Games, as long as the war in Ukraine continues,"" said Minister Jurgita Šiugždinienė. The video consultation took place at the initiative of the United Kingdom.",1,2
